Banner ID,Merchant Name,Allow String Matching,Tax id,Disallow string match,Nix if Multiple matches,Prefer if multple matches,Allow on top of receipt only,Match against addresses,Country,Logo-Text_Merchant_Name
,SUMO SALAD EASTGARDENS,,9.51E+10,,,,,,AU,
,SUMO SALAD ENEX100,,7.11E+10,,,,,,AU,
,SUMO SALAD HORNSBY,,2.26E+10,,,,,,AU,
,SUMO SALAD INNALOO,,2.95E+10,,,,,,AU,
,SUMO SALAD LIVERPOOL,,8.96E+10,,,,,,AU,
,SUMO SALAD VICTORIA PTY LTD,,2.20E+10,,,,,,AU,
,SUMO SALAD WATERGARDENS,,2.08E+10,,,,,,AU,
,Sumo Salad Chadstone,,2.26E+10,,,,,,AU,
,Sumo Salad Cockburn,,7.86E+10,,,,,,AU,
,Sumo Salad Galleria,,8.62E+10,,,,,,AU,
,Sumo Salad Ipswich,,1.75E+10,,,,,,AU,
,Sumo Salad Maddington,,6.96E+10,,,,,,AU,
,Sumo Salad Penrith,,2.61E+10,,,,,,AU,
,Sumo Salad Tuggeranong,,6.25E+10,,,,,,AU,
,Sumo Salad Western Australia,,8.41E+10,,,,,,AU,
,Sumo Salad Woden,,8.60E+10,,,,,,AU,
,sumo salad strathpine,,3.66E+10,,,,,,AU,
,SUMO & CO PTY LIMITED,,6.31E+10,,,,,,AU,
,SUMO CORP PTY LTD,,7.31E+10,,,,,,AU,
,SUMO SALAD (CHERMSIDE) QLD,,7.56E+10,,,,,,AU,
,SUMO SALAD (WA) HOLDINGS PTY LTD,,6.46E+10,,,,,,AU,
,SUMO SALAD AIRPORT WEST,,8.32E+10,,,,,,AU,
,SUMO SALAD CAFE MILDURA,,3.91E+10,,,,,,AU,
,SUMO SALAD CASTLE TOWERS,,1.41E+10,,,,,,AU,
,SUMO SALAD CENTRAL PARK,,1.79E+10,,,,,,AU,
,SUMO SALAD CONSOLIDATED LEASING PTY LIMITED,,5.26E+10,,,,,,AU,
,SUMO SALAD GROUP SERVICES PTY LTD,,3.61E+10,,,,,,AU,
,SUMO SALAD LEASING 2 PTY LIMITED,,6.61E+10,,,,,,AU,
,SUMO SALAD WHITFORD CITY,,5.36E+10,,,,,,AU,
,Sumo Salad Fiona Stanley,,6.52E+10,,,,,,AU,
,Sumo Salad Garden City,,2.83E+10,,,,,,AU,
,Sumo Salad Grand Plaza,,9.21E+10,,,,,,AU,
,Sumo Salad Ocean Keys,,5.14E+10,,,,,,AU,
,Sumo Salad Sydney Airport,,3.16E+10,,,,,,AU,
,Sumo Salad Westfield Knox,,8.76E+10,,,,,,AU,
,sumo salad claremont quarter,,5.01E+10,,,,,,AU,
,SUMO SALAD GARDEN CITY QUEENSLAND,,8.17E+10,,,,,,AU,
,SUMO SALAD PARRAMATTA (LEVEL 5),,6.41E+10,,,,,,AU,
,SUMO SALADS EAST GARDENS,,9.95E+10,,,,,,AU,
,Sumo Salad Myer Centre Level A,,6.23E+10,,,,,,AU,
,HOOK 'S SEA AND SALAD BAR,,6.60E+10,,,,,,AU,
,AH & S Slade,,9.14E+10,,,,,,AU,
,s.slade electrics,,7.19E+10,,,,,,AU,
,Summo Pty Ltd,,2.91E+10,,,,,,AU,
,Sumoz Pty Ltd,,5.91E+10,,,,,,AU,
,S HONAN & K.L SLADE,,6.26E+10,,,,,,AU,
,SAMO PTY. LTD.,,5.01E+10,,,,,,AU,
,SOMO,,7.15E+10,,,,,,AU,
,SUM PTY LTD,,3.81E+10,,,,,,AU,
,SUMA PTY LTD,,5.81E+10,,,,,,AU,
,SUMM & CO PTY. LTD.,,9.11E+10,,,,,,AU,
,SUMS PTY LTD,,5.60E+10,,,,,,AU,
,SUMZ PTY LTD,,5.76E+10,,,,,,AU,
,Simo,,1.18E+10,,,,,,AU,
,Sume,,1.17E+10,,,,,,AU,
,Sumi,,6.27E+10,,,,,,AU,
,Sumi Pty Ltd,,8.01E+10,,,,,,AU,
,Suno,,2.46E+10,,,,,,AU,
,THE SUM OF PTY LTD,,4.31E+10,,,,,,AU,
,M SLADE & S SLADE,,8.81E+10,,,,,,AU,
,P SLADE & S SLADE,,3.46E+10,,,,,,AU,
,HOOKS SEA AND SALAD BAR,,9.71E+10,,,,,,AU,
,M.R PARKER & S POSPISIL & G SLADE,,7.78E+10,,,,,,AU,
,SIAN SLADE,,2.42E+10,,,,,,AU,
,SONIA SLADE,,8.24E+10,,,,,,AU,
,KFC,,7.90E+10,,,,,,AU,
,KFC,,7.24E+10,,,,,,AU,
,K-Form (Vic) Pty Ltd,,1.11E+10,,,,,,AU,
,"VICTORIA ""K"" PTY. LIMITED",,8.30E+10,,,,,,AU,
,VICTORIA K BAUMAN,,7.36E+10,,,,,,AU,
,VICTORIA K GRICE,,4.87E+10,,,,,,AU,
,VICTORIA K. AUSTRALIA PTY LTD,,7.16E+10,,,,,,AU,
,VICTORIA K. BOUTIQUE,,7.93E+10,,,,,,AU,
,J VICTORIA & K Victoria,,5.56E+10,,,,,,AU,
,Jamie K Vick,,2.71E+10,,,,,,AU,
,VICKI K FOWLE,,2.49E+10,,,,,,AU,
,MICHAEL D HALL & VICTORIA K FARRIS,,5.89E+10,,,,,,AU,
,CAFCO (VIC) PTY. LTD.,,9.31E+10,,,,,,AU,
,VICTORIA KUKAC,,7.58E+10,,,,,,AU,
,MITRE 10 LIMITED,,4.80E+10,,,,,,AU,
,Alstonville Mitre 10,,8.31E+10,,,,,,AU,
,BARMERA MITRE 10,,7.01E+10,,,,,,AU,
,BAROSSA MITRE 10,,8.01E+10,,,,,,AU,
,BEN'S MITRE 10,,8.78E+10,,,,,,AU,
,BERESFIELD MITRE 10,,9.10E+10,,,,,,AU,
,BMS MITRE 10,,3.20E+10,,,,,,AU,
,BOWEN MITRE 10,,7.41E+10,,,,,,AU,
,BRIGHTON MITRE 10,,1.31E+10,,,,,,AU,
,BUSSELTON MITRE 10,,8.50E+10,,,,,,AU,
,Balhannah Mitre 10,,2.43E+10,,,,,,AU,
,Benalla Mitre 10,,9.31E+10,,,,,,AU,
,Biloela Mitre 10,,5.89E+10,,,,,,AU,
,CANEGROWERS MITRE 10,,9.88E+10,,,,,,AU,
,CLARKE'S MITRE 10,,2.81E+10,,,,,,AU,
,CLEAVERS MITRE 10,,7.80E+10,,,,,,AU,
,Colac Mitre 10,,4.21E+10,,,,,,AU,
,Cooloola Mitre 10,,4.81E+10,,,,,,AU,
,DENILIQUIN MITRE 10,,5.22E+10,,,,,,AU,
,DUFFYS MITRE 10,,5.11E+10,,,,,,AU,
,ENGADINE MITRE 10,,8.57E+10,,,,,,AU,
,Echuca Mitre 10,,6.81E+10,,,,,,AU,
,FARINOSI & SONS MITRE 10,,9.70E+10,,,,,,AU,
,Forster Mitre 10,,6.30E+10,,,,,,AU,
,GLYNDE MITRE 10,,6.08E+10,,,,,,AU,
,GRANTVILLE MITRE 10,,6.12E+10,,,,,,AU,
,GREENS MITRE 10,,4.79E+10,,,,,,AU,
,KALGOORLIE MITRE 10,,8.22E+10,,,,,,AU,
,KATHERINE MITRE 10,,1.60E+10,,,,,,AU,
,Kilmore Mitre 10,,4.27E+10,,,,,,AU,
,Kununurra Mitre 10,,6.72E+10,,,,,,AU,
,LOGAN'S MITRE 10,,1.40E+10,,,,,,AU,
,Longford Mitre 10,,9.60E+10,,,,,,AU,
,MANLY MITRE 10,,1.51E+10,,,,,,AU,
,MANSFIELD MITRE 10,,3.42E+10,,,,,,AU,
,MARRINERS MITRE 10,,6.81E+10,,,,,,AU,
,MAX'S MITRE 10,,2.88E+10,,,,,,AU,
,MELCO MITRE 10,,9.58E+10,,,,,,AU,
,MF & VL REED TA MITRE 10 FINDON,,6.14E+10,,,,,,AU,
,MITRE 10 (QLD) LTD,,9.20E+10,,,,,,AU,
,MITRE 10 AUSTRALIA PTY LTD,,9.80E+10,,,,,,AU,
,MITRE 10 BLACKHEATH,,5.10E+10,,,,,,AU,
,MITRE 10 LIVERPOOL,,9.51E+10,,,,,,AU,
,MITRE 10 MARRICKVILLE,,2.42E+10,,,,,,AU,
,MITRE 10 MEGA LIMITED,,1.70E+10,,,,,,AU,
,MITRE 10 MOREE,,6.95E+10,,,,,,AU,
,MITRE 10 MORUYA,,2.34E+10,,,,,,AU,
,MITRE 10 NARELLAN,,5.31E+10,,,,,,AU,
,MITRE 10 NAROOMA,,9.30E+10,,,,,,AU,
,MITRE 10 NSW LTD,,4.40E+10,,,,,,AU,
,MITRE 10 PEAKHURST,,6.32E+10,,,,,,AU,
,MITRE 10 WYNNUM,,8.65E+10,,,,,,AU,
,MONAGHANS MITRE 10,,7.20E+10,,,,,,AU,
,MOURA MITRE 10,,6.15E+10,,,,,,AU,
,MURPHY'S MITRE 10,,9.80E+10,,,,,,AU,
,Mitre 10 Retail,,3.26E+10,,,,,,AU,
,Mitre 10 Trade,,5.66E+10,,,,,,AU,
,Moonta Mitre 10,,2.09E+10,,,,,,AU,
,NORMANVILLE MITRE 10,,5.36E+10,,,,,,AU,
,Narrabri Mitre 10,,3.95E+10,,,,,,AU,
,PEAKHURST MITRE 10,,1.71E+10,,,,,,AU,
,PINK'S MITRE 10,,9.00E+10,,,,,,AU,
,Peters Mitre 10,,9.04E+10,,,,,,AU,
,QUARTLYS MITRE 10,,3.70E+10,,,,,,AU,
,RITTER'S MITRE 10,,5.00E+10,,,,,,AU,
,ROCHESTER MITRE 10,,8.67E+10,,,,,,AU,
,Rochester Mitre 10,,6.11E+10,,,,,,AU,
,SABDIA'S MITRE 10,,8.30E+10,,,,,,AU,
,SCOTTSDALE MITRE 10,,6.03E+10,,,,,,AU,
,SMITHFIELD MITRE 10,,8.91E+10,,,,,,AU,
,STUBB'S MITRE 10,,4.30E+10,,,,,,AU,
,SUNSHINE MITRE 10,,9.51E+10,,,,,,AU,
,Seymour Mitre 10,,9.61E+10,,,,,,AU,
,TORQUAY MITRE 10,,9.26E+10,,,,,,AU,
,TUMUT MITRE 10,,1.61E+10,,,,,,AU,
,VIRGINIA MITRE 10,,1.11E+10,,,,,,AU,
,WALKER'S MITRE 10,,6.61E+10,,,,,,AU,
,WALLINGTON MITRE 10,,3.32E+10,,,,,,AU,
,WILLIAMS MITRE 10,,7.20E+10,,,,,,AU,
,WILLOWS MITRE 10,,5.83E+10,,,,,,AU,
,WOODMAN'S MITRE 10,,6.90E+10,,,,,,AU,
,WOODMAN'S MITRE 10,,9.80E+10,,,,,,AU,
,m.10,,1.15E+10,,,,,,AU,
,ADDISON'S UNIVERSAL MITRE 10,,6.40E+10,,,,,,AU,
,BAYSWATER TIMBER MITRE 10,,5.70E+10,,,,,,AU,
,BEAUDESERT HARDWARE MITRE 10,,6.93E+10,,,,,,AU,
,BENALLA MITRE 10 HOMELECTRIX,,9.59E+10,,,,,,AU,
,BRENDAN DANAHER MITRE 10,,5.44E+10,,,,,,AU,
,CLEVELAND MITRE 10 HARDWARE,,7.00E+10,,,,,,AU,
,COSTA'S MITRE 10 (BROOKLYN),,8.30E+10,,,,,,AU,
,FAGG'S MITRE 10 (GEELONG),,8.46E+10,,,,,,AU,
,Foot & Barrett Mitre 10,,8.09E+10,,,,,,AU,
,GOLDEN CITY MITRE 10,,6.40E+10,,,,,,AU,
,HOLT'S HARDWARE MITRE 10,,3.09E+10,,,,,,AU,
,HOLTS HARDWARE MITRE 10,,5.27E+10,,,,,,AU,
,JINDABYNE TIMBER MITRE 10,,1.11E+10,,,,,,AU,
,JOHN CLENNETT'S MITRE 10,,4.70E+10,,,,,,AU,
,KURRI KURRI MITRE 10,,7.53E+10,,,,,,AU,
,Kilmore Mitre 10 Solutions,,5.81E+10,,,,,,AU,
,LINDEN LEA MITRE 10,,3.90E+10,,,,,,AU,
,MAWHOODS MITRE 10 OBERON,,3.41E+10,,,,,,AU,
,MITRE 10 ABERFOYLE PARK,,4.59E+10,,,,,,AU,
,MITRE 10 BYRON BAY,,5.19E+10,,,,,,AU,
,MITRE 10 MT BARKER,,9.31E+10,,,,,,AU,
,MITRE 10 PORT LINCOLN,,8.71E+10,,,,,,AU,
,MOBBS MITRE 10 MURGON,,7.11E+10,,,,,,AU,
,MR MITRE,,9.94E+10,,,,,,AU,
,MURRAY BRIDGE MITRE 10,,6.40E+10,,,,,,AU,
,Magnetic Island Mitre 10,,6.41E+10,,,,,,AU,
,Mitre 10 Parafield Gardens,,8.93E+10,,,,,,AU,
,OVENS MITRE 10 AND RETRAVISION,,2.83E+10,,,,,,AU,
,Port Lincoln Mitre 10,,5.76E+10,,,,,,AU,
,REDLAND BAY MITRE 10,,4.21E+10,,,,,,AU,
,SOUTH LAKE MITRE 10,,7.31E+10,,,,,,AU,
,TAMWORTH MITRE 10 SOLUTIONS,,3.91E+10,,,,,,AU,
,THE MITRE CORPORATION,,4.18E+10,,,,,,AU,
,VICTOR HARBOR MITRE 10,,4.48E+10,,,,,,AU,
,Womersleys Mitre 10 Frankston,,6.56E+10,,,,,,AU,
,Womersleys Mitre 10 Sorrento,,9.15E+10,,,,,,AU,
,BRENNANS MITRE 10 HOME & TRADE,,4.00E+10,,,,,,AU,
,BRISBANE TOOL & HARDWARE MITRE 10,,1.10E+10,,,,,,AU,
,CHELSEA HEIGHTS MEGA MITRE 10,,5.43E+10,,,,,,AU,
,K & D WAREHOUSE MITRE 10,,8.10E+10,,,,,,AU,
,KINGSFORD TIMBER GROUP-MITRE 10,,6.80E+10,,,,,,AU,
,Kilmore Timber & Hardware Mitre 10,,7.11E+10,,,,,,AU,
,MITRE 10 COOMA BUILDING PARTNERSHIP,,6.07E+10,,,,,,AU,
,MITRE 10 SOLUTIONS DOWN UNDER,,3.70E+10,,,,,,AU,
,Robina Mitre 10 Trade Centre,,8.61E+10,,,,,,AU,
,Womersleys Mitre 10 Chelsea Heights,,8.60E+10,,,,,,AU,
,FINCHS MITRE 1O,,2.30E+10,,,,,,AU,
,DONCASTER TIMBER HARDWARE & NURSERY MITRE 10,,6.31E+10,,,,,,AU,
,JIMBOOMBA HARDWARE & BUILDING SUPPLIES MITRE 10,,2.99E+10,,,,,,AU,
,MAYLANDS D.I.Y. MITRE 10,,3.34E+10,,,,,,AU,
,MIKES MITRE 10 HARDWARE KIPPA RING,,6.70E+10,,,,,,AU,
,VERSATILE BUILDING PRODUCTS & STILLITANOS MITRE 10,,5.60E+10,,,,,,AU,
,VIBERTS MITRE 10 & VIBERTS TIMBER & HARDWARE,,6.08E+10,,,,,,AU,
,M.RICCO & L.TEN PTY LIMITED,,2.71E+10,,,,,,AU,
,EAST ARNHEM MITRE 10 AND IGA,,3.11E+10,,,,,,AU,
,ONE SQUARE METRE PTY. LTD.,,1.46E+10,,,,,,AU,
,MITRA,,7.69E+10,,,,,,AU,
,MITROCORP PTY. LTD.,,4.22E+10,,,,,,AU,
,Mitri Pty Ltd,,1.91E+10,,,,,,AU,
,Mitro Pty Ltd,,3.71E+10,,,,,,AU,
,TEN OPTIMUM (M) SDN BHD,,5.55E+10,,,,,,AU,
,ONE METRE A DAY PTY LTD,,7.46E+10,,,,,,AU,
,Mitry Pty Ltd,,9.31E+10,,,,,,AU,
,Mitchell Mitre 10 Hardware Plumbing Household Goods and Ergon Bottled Gas Supply Business,,4.79E+10,,,,,,AU,
,LORNA JANE PTY LTD,,9.11E+10,,,,,,AU,
,LORNA JANE BEAUMONT,,7.77E+10,,,,,,AU,
,LORNA JANE BUCCI,,6.31E+10,,,,,,AU,
,LORNA JANE COLLINS,,7.56E+10,,,,,,AU,
,LORNA JANE DAVIDSON,,9.50E+10,,,,,,AU,
,LORNA JANE DENT,,9.80E+10,,,,,,AU,
,LORNA JANE DIRECT PTY. LTD.,,9.41E+10,,,,,,AU,
,LORNA JANE GREAR,,8.45E+10,,,,,,AU,
,LORNA JANE HODGES,,2.02E+10,,,,,,AU,
,LORNA JANE KELLY,,9.70E+10,,,,,,AU,
,LORNA JANE MARGERISON,,1.63E+10,,,,,,AU,
,LORNA JANE MAY,,9.48E+10,,,,,,AU,
,LORNA JANE MERRICK,,3.03E+10,,,,,,AU,
,LORNA JANE MOXHAM,,4.26E+10,,,,,,AU,
,LORNA JANE REWARDS PTY LIMITED,,7.42E+10,,,,,,AU,
,LORNA JANE STEVENSON,,6.87E+10,,,,,,AU,
,LORNA JANE TIPLADY,,6.05E+10,,,,,,AU,
,LORNA JANE WOODBURY,,5.57E+10,,,,,,AU,
,LORNA JANE GOLD COAST PTY LTD,,4.81E+10,,,,,,AU,
,LORNA JAYNE DONAGHY,,8.80E+10,,,,,,AU,
,LORNA PTY. LIMITED,,2.40E+10,,,,,,AU,
,JANE L MAY PTY LTD,,2.66E+10,,,,,,AU,
,JANE L NOLLER & CO PTY LTD,,6.52E+10,,,,,,AU,
,Jane L Noller & Co,,2.41E+10,,,,,,AU,
,JANE L MAINE CONSULTING,,1.64E+10,,,,,,AU,
,LORNE PTY. LTD.,,2.60E+10,,,,,,AU,
,E B GAMES,,5.01E+10,,,,,,AU,
,E-GAMES PTY LTD,,3.41E+10,,,,,,AU,
,E & B COMPANY,,4.87E+10,,,,,,AU,
,E.B',,3.59E+10,,,,,,AU,
,E.B. PTY. LTD.,,2.00E+10,,,,,,AU,
,EB,,6.19E+10,,,,,,AU,
,EB & CO,,5.54E+10,,,,,,AU,
,eb,,9.90E+10,,,,,,AU,
,E BALL GAMES PTY LTD,,5.11E+10,,,,,,AU,
,SEAFOLLY PTY. LIMITED,,4.30E+10,,,,,,AU,
,SEAFOLLY HOLDINGS PTY LTD,,1.96E+10,,,,,,AU,
,SEAFOLLY IP CO. PTY LTD,,2.50E+10,,,,,,AU,
,Seafolly Retail Pty Ltd,,8.01E+10,,,,,,AU,
,Body Corporate for Sea Folly CTS 43255,,5.93E+10,,,,,,AU,
,GAZAL,,6.54E+10,,,,,,AU,
,GAZAL CORPORATION LIMITED,,5.70E+10,,,,,,AU,
,GAZAL PTY LTD,,2.96E+10,,,,,,AU,
,GAZAL APPAREL PTY. LIMITED,,2.40E+10,,,,,,AU,
,GAZAL ARORA,,1.85E+10,,,,,,AU,
,GAZAL CLOTHING CO PTY LTD,,7.40E+10,,,,,,AU,
,GAZAL DUTT,,1.65E+10,,,,,,AU,
,GAZAL INDUSTRIES PTY. LIMITED,,9.60E+10,,,,,,AU,
,GAZAL INVESTMENT CORPORATION PTY LIMITED,,7.41E+10,,,,,,AU,
,GAZAL SABBAGH,,4.95E+10,,,,,,AU,
,GAZAL THOROUGHBREDS PTY LTD,,9.31E+10,,,,,,AU,
,GAZAL TRADINGS PTY LTD,,5.61E+10,,,,,,AU,
,Gazal Services,,1.47E+10,,,,,,AU,
,Gazal cleaning,,7.06E+10,,,,,,AU,
,munchee gazal,,3.04E+10,,,,,,AU,
,JOHN GAZAL TRAVEL,,5.67E+10,,,,,,AU,
,M&H GAZAL PTY LIMITED,,9.16E+10,,,,,,AU,
,MJ & HH GAZAL PTY LIMITED,,8.81E+10,,,,,,AU,
,PHOEBE GAZAL DESIGNS,,7.61E+10,,,,,,AU,
,gazal fitness trainer,,9.58E+10,,,,,,AU,
,LUBNA GAZAL TAJ KHAN,,4.98E+10,,,,,,AU,
,GAZHAL,,2.91E+10,,,,,,AU,
,GHAZAL COMPANY PTY LTD,,2.16E+10,,,,,,AU,
,GAZEL PTY LTD,,8.30E+10,,,,,,AU,
,GIZAL PTY LTD,,4.22E+10,,,,,,AU,
,GAZALY PTY LTD,,3.86E+10,,,,,,AU,
,GAZEL HAIR,,9.56E+10,,,,,,AU,
,K GOZAL PTY LTD,,7.26E+10,,,,,,AU,
,BAHR GHAZAL FORMWORK PTY LTD,,2.06E+10,,,,,,AU,
,GHAZAL BROADCASTING SERVICES PTY LTD,,5.81E+10,,,,,,AU,
,GAZZALS PTY. LTD.,,1.21E+10,,,,,,AU,
,GHAZAL INDIAN BUFFET & BAR,,6.26E+10,,,,,,AU,
,GHAZAL INDIAN CUISINE & TAKEAWAY,,7.88E+10,,,,,,AU,
,S GHAZAL & S GHAZAL,,2.65E+10,,,,,,AU,
,Gazla Restos,,3.91E+10,,,,,,AU,
,GAZALLA NOMINEES PTY LTD,,9.71E+10,,,,,,AU,
,Ghazali Towing,,9.27E+10,,,,,,AU,
,HARRIS NSW PTY LTD,,7.26E+10,,,,,,AU,
,HARRIS FARMS,,8.89E+10,,,,,,AU,
,HARRIS,,7.64E+10,,,,,,AU,
,HARRIS & CO,,9.06E+10,,,,,,AU,
,HARRIS & CO,,8.40E+10,,,,,,AU,
,HARRIS & CO PTY LTD,,2.91E+10,,,,,,AU,
,HARRIS INCORPORATED,,9.35E+10,,,,,,AU,
,HARRIS PTY. LTD.,,5.20E+10,,,,,,AU,
,HARRISCORP PTY LTD,,4.11E+10,,,,,,AU,
,Harris,,2.37E+10,,,,,,AU,
,Harris,,5.54E+10,,,,,,AU,
,Harris,,9.02E+10,,,,,,AU,
,Harris & Son,,1.66E+10,,,,,,AU,
,Harris Corporation,,9.13E+10,,,,,,AU,
,R I Beinke & TA Harris,,2.76E+10,,,,,,AU,
,THE HARRIS CORPORATION PTY. LTD.,,3.51E+10,,,,,,AU,
,HFN PTY LTD,,8.66E+10,,,,,,AU,
,NSW FORM PTY LTD,,5.76E+10,,,,,,AU,
,H FORM PTY LTD,,9.56E+10,,,,,,AU,
,HAIR NSW PTY LTD,,8.12E+10,,,,,,AU,
,Harrow Farming Pty Ltd,,1.71E+10,,,,,,AU,
,HURRIS PTY. LTD.,,6.81E+10,,,,,,AU,
,Harriz,,2.56E+10,,,,,,AU,
,Hearis,,9.82E+10,,,,,,AU,
,NECTAR FARMS NSW PTY LTD,,9.86E+10,,,,,,AU,
,haris,,2.15E+10,,,,,,AU,
,HUMPHREYS FARM NSW PTY LTD,,8.76E+10,,,,,,AU,
,MARRAR BRANCH NSW FARMERS,,8.70E+10,,,,,,AU,
,C.F.E Hire (NSW) Pty Ltd,,4.22E+10,,,,,,AU,
,FARM WRITERS ASSOCIATION OF NSW INC,,2.40E+10,,,,,,AU,
,HARRIS'S,,1.78E+10,,,,,,AU,
,HARRISS PTY LTD,,4.01E+10,,,,,,AU,
,FARM CAM N.S.W.,,2.09E+10,,,,,,AU,
,FARM SERVICES NSW PTY LIMITED,,2.11E+10,,,,,,AU,
,Farmers Markets Alliance of New South Wales Inc,,5.75E+10,,,,,,AU,
,HARRIS FAIZ,,6.86E+10,,,,,,AU,
,HARRIS FARM MARKETS NEWCASTLE PTY LTD,,9.76E+10,,,,,,AU,
,HARDEN BRANCH NSW FARMERS ASSOCIATION,,7.02E+10,,,,,,AU,
,HARRICORP PTY. LTD.,,4.00E+10,,,,,,AU,
,NEIL F HARRIS,,1.98E+10,,,,,,AU,
,NSW FARMERS MARKETS PTY LTD,,8.61E+10,,,,,,AU,
,FARMER FOR HIRE,,1.17E+10,,,,,,AU,
,HARRIS & HOWSE HERITAGE FARM,,6.62E+10,,,,,,AU,
,Swan Farm Hire Pty Ltd,,8.82E+10,,,,,,AU,
,The Farmers Table (NSW),,5.51E+10,,,,,,AU,
,GENERAL PANTS CO,,7.41E+10,,,,,,AU,
,GENERAL PANTS CO PTY LTD,,8.11E+10,,,,,,AU,
,PANTS PTY LTD,,4.06E+10,,,,,,AU,
,paints,,1.84E+10,,,,,,AU,
,MR PAINT PTY LTD,,4.26E+10,,,,,,AU,
,PAANT PTY LIMITED,,8.11E+10,,,,,,AU,
,PAINT,,3.02E+10,,,,,,AU,
,PAWNT,,1.83E+10,,,,,,AU,
,Paint,,3.11E+10,,,,,,AU,
,Paint Corp,,7.72E+10,,,,,,AU,
,THE PAINT COMPANY,,2.12E+10,,,,,,AU,
,Gen PT,,8.82E+10,,,,,,AU,
,GE PAN,,4.20E+10,,,,,,AU,
,GUO GEN PAN,,9.88E+10,,,,,,AU,
,Paint-Pro Painting and General Maintenance service,,6.06E+10,,,,,,AU,
,Ledge Point General Store,,6.51E+10,,,,,,AU,
,MANNING POINT GENERAL STORE,,5.64E+10,,,,,,AU,
,Manning Point General Store,,2.13E+10,,,,,,AU,
,PAYNE'S FLOWERS & GENERAL STORE,,3.65E+10,,,,,,AU,
,PIN ROS GENERAL ENGINEERING,,9.18E+10,,,,,,AU,
,PINE POINT GENERAL STORE,,8.28E+10,,,,,,AU,
,POUND JN & GM,,3.40E+10,,,,,,AU,
,Point Leo General Store,,5.00E+10,,,,,,AU,
,Sandy Point General Store,,8.54E+10,,,,,,AU,
,THE MANNING POINT GENERAL STORE,,9.88E+10,,,,,,AU,
,THE PONDS BOULEVARD GENERAL PRACTICE PTY LIMITED,,6.36E+10,,,,,,AU,
,hastings point general store,,7.48E+10,,,,,,AU,
,GRILL'D,,4.39E+10,,,,,,AU,
,GRILL'D,,8.01E+10,,,,,,AU,
,GRILL'D PTY LTD,,1.71E+10,,,,,,AU,
,FIRE GRILL'D,,7.44E+10,,,,,,AU,
,FIRE-GRILL'D PTY. LTD.,,1.91E+10,,,,,,AU,
,GRILL'D (CAIRNS),,1.31E+10,,,,,,AU,
,GRILL'D (CAMBERWELL),,2.61E+10,,,,,,AU,
,GRILL'D (CHARLESTOWN),,3.61E+10,,,,,,AU,
,GRILL'D (NORWOOD),,7.16E+10,,,,,,AU,
,GRILL'D (RICHMOND),,8.31E+10,,,,,,AU,
,GRILL'D CARNEGIE,,6.21E+10,,,,,,AU,
,GRILL'D FRANCHISING PTY LTD,,8.81E+10,,,,,,AU,
,GRILL'D IP PTY LTD,,8.41E+10,,,,,,AU,
,Grill'd (Ballarat),,6.82E+10,,,,,,AU,
,Grill'd (Fairfield),,7.16E+10,,,,,,AU,
,Grill'd (Southland),,4.92E+10,,,,,,AU,
,Grill'd Fremantle,,8.34E+10,,,,,,AU,
,Grill'd Townsville,,9.57E+10,,,,,,AU,
,Grill'd Werribee,,4.82E+10,,,,,,AU,
,Grill'd Wollongong,,2.95E+10,,,,,,AU,
,Star Grill'd,,8.00E+10,,,,,,AU,
,GRILL'D (FOUNTAIN GATE),,6.36E+10,,,,,,AU,
,GRILL'D LEASING 2 PTY LTD,,8.56E+10,,,,,,AU,
,GRILL'D PAKINGTON STREET,,6.32E+10,,,,,,AU,
,GRILL'D WEST END,,9.01E+10,,,,,,AU,
,Grill'd (Benowa Gardens),,9.84E+10,,,,,,AU,
,Grill'd (Moonee Ponds),,2.32E+10,,,,,,AU,
,Grill'd (Sunshine Plaza),,6.03E+10,,,,,,AU,
,Grill'd Wagga Wagga,,1.31E+10,,,,,,AU,
,#Grilled & CO.,,2.23E+10,,,,,,AU,
,GRILLED,,1.50E+10,,,,,,AU,
,MR GRILLED,,1.16E+10,,,,,,AU,
,Bean Grilled,,4.19E+10,,,,,,AU,
,CHAR GRILL'ED,,6.54E+10,,,,,,AU,
,Flame Grilled,,4.11E+10,,,,,,AU,
,Flamed & grilled,,3.64E+10,,,,,,AU,
,GET GRILLED,,3.18E+10,,,,,,AU,
,GRILLED FEAST,,3.75E+10,,,,,,AU,
,GRILLED KEBABZ,,7.82E+10,,,,,,AU,
,GRILLED THING,,1.62E+10,,,,,,AU,
,Get Grilled,,8.13E+10,,,,,,AU,
,Green & Grilled,,2.32E+10,,,,,,AU,
,Grilled & Fried,,4.90E+10,,,,,,AU,
,Grilled & Tossed,,1.55E+10,,,,,,AU,
,Grilled Expectations,,6.06E+10,,,,,,AU,
,Grilled Skewers,,8.26E+10,,,,,,AU,
,Grilled and Spice,,3.36E+10,,,,,,AU,
,The Grilled Ghecko,,6.64E+10,,,,,,AU,
,grilled and chilled,,2.76E+10,,,,,,AU,
,Bulleen grilled burgers,,1.76E+10,,,,,,AU,
,CHAR GRILLED AND KEBABS,,7.94E+10,,,,,,AU,
,FLAMED & GRILLED CHICKEN,,4.76E+10,,,,,,AU,
,GRILLED HUT PIZZA,,5.51E+10,,,,,,AU,
,GRILLED KEBAB HOUSE PTY LTD,,9.06E+10,,,,,,AU,
